"Region","Org Code","Provider name","Modality","Total_Scans","RequestToTest_Days","TestToReport_Days","Total_Turnaround_Days"
"Y61","RGT","Cambridge University Hospitals NHS Foundation Trust","Computerized Axial Tomography","88935.0","1.0","0.0","1.0"
"Y61","RGT","Cambridge University Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","96940.0","7.0","0.0","7.0"
"Y61","RGT","Cambridge University Hospitals NHS Foundation Trust","Fluoroscopy","12730.0","0.0","0.0","0.0"
"Y61","RGT","Cambridge University Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","48860.0","18.0","6.0","24.0"
"Y61","RGT","Cambridge University Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","4640.0","26.0","0.0","26.0"
"Y61","RGT","Cambridge University Hospitals NHS Foundation Trust","Plain Radiography","191515.0","0.0","1.0","1.0"
"Y61","RGT","Cambridge University Hospitals NHS Foundation Trust","Positron Emission Tomography","3600.0","9.0","0.0","9.0"
"Y61","RGT","Cambridge University Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","115.0","1.0","0.0","1.0"
"Y61","NT4","Circle Health Group Limited","Diagnostic Ultrasonography","130.0","8.0","0.0","8.0"
"Y61","NT4","Circle Health Group Limited","Magnetic Resonance Imaging","620.0","3.0","2.0","5.0"
"Y61","NT4","Circle Health Group Limited","Plain Radiography","5.0","0.0","3.0","3.0"
"Y61","RWH","East and North Hertfordshire NHS Trust","Computerized Axial Tomography","49915.0","0.0","0.0","0.0"
"Y61","RWH","East and North Hertfordshire NHS Trust","Diagnostic Ultrasonography","91270.0","28.0","0.0","28.0"
"Y61","RWH","East and North Hertfordshire NHS Trust","Fluoroscopy","3240.0","1.0","0.0","1.0"
"Y61","RWH","East and North Hertfordshire NHS Trust","Magnetic Resonance Imaging","19170.0","37.0","5.0","42.0"
"Y61","RWH","East and North Hertfordshire NHS Trust","Nuclear Medicine Procedure","445.0","26.0","2.0","28.0"
"Y61","RWH","East and North Hertfordshire NHS Trust","Plain Radiography","149985.0","0.0","2.0","2.0"
"Y61","RWH","East and North Hertfordshire NHS Trust","Single Photon Emission Computerized Tomography","250.0","16.0","5.0","21.0"
"Y61","RDE","East Suffolk and North Essex NHS Foundation Trust","Computerized Axial Tomography","96015.0","1.0","0.0","1.0"
"Y61","RDE","East Suffolk and North Essex NHS Foundation Trust","Diagnostic Ultrasonography","140460.0","20.0","0.0","20.0"
"Y61","RDE","East Suffolk and North Essex NHS Foundation Trust","Fluoroscopy","11705.0","0.0","0.0","0.0"
"Y61","RDE","East Suffolk and North Essex NHS Foundation Trust","Magnetic Resonance Imaging","51320.0","21.0","4.0","25.0"
"Y61","RDE","East Suffolk and North Essex NHS Foundation Trust","Nuclear Medicine Procedure","5600.0","21.0","0.0","21.0"
"Y61","RDE","East Suffolk and North Essex NHS Foundation Trust","Plain Radiography","281120.0","0.0","1.0","1.0"
"Y61","RDE","East Suffolk and North Essex NHS Foundation Trust","Positron Emission Tomography","1510.0","7.0","2.0","9.0"
"Y61","RDE","East Suffolk and North Essex NHS Foundation Trust","Single Photon Emission Computerized Tomography","530.0","39.0","1.0","40.0"
"Y61","NYR","Healthshare Diagnostics","Diagnostic Ultrasonography","33745.0","42.0","0.0","42.0"
"Y61","NYR","Healthshare Diagnostics","Magnetic Resonance Imaging","19545.0","38.0","1.0","39.0"
"Y61","NYR","Healthshare Diagnostics","Plain Radiography","1345.0","15.0","1.0","16.0"
"Y61","NV1","Inhealth Limited","Magnetic Resonance Imaging","9190.0","49.0","2.0","51.0"
"Y61","NV1","Inhealth Limited","Plain Radiography","825.0","23.0","2.0","25.0"
"Y61","NV1","Inhealth Limited","Positron Emission Tomography","65.0","8.0","2.0","10.0"
"Y61","RGP","James Paget University Hospitals NHS Foundation Trust","Computerized Axial Tomography","41855.0","1.0","0.0","1.0"
"Y61","RGP","James Paget University Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","45130.0","12.0","0.0","12.0"
"Y61","RGP","James Paget University Hospitals NHS Foundation Trust","Fluoroscopy","2055.0","0.0","0.0","0.0"
"Y61","RGP","James Paget University Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","18720.0","31.0","4.0","35.0"
"Y61","RGP","James Paget University Hospitals NHS Foundation Trust","Medical Photography","11290.0","0.0","1.0","1.0"
"Y61","RGP","James Paget University Hospitals NHS Foundation Trust","Plain Radiography","98245.0","0.0","3.0","3.0"
"Y61","RAJ","Mid and South Essex NHS Foundation Trust","Computerized Axial Tomography","156250.0","0.0","0.0","0.0"
"Y61","RAJ","Mid and South Essex NHS Foundation Trust","Diagnostic Ultrasonography","174840.0","11.0","0.0","11.0"
"Y61","RAJ","Mid and South Essex NHS Foundation Trust","Fluoroscopy","7870.0","3.0","0.0","3.0"
"Y61","RAJ","Mid and South Essex NHS Foundation Trust","Magnetic Resonance Imaging","64310.0","9.0","3.0","12.0"
"Y61","RAJ","Mid and South Essex NHS Foundation Trust","Nuclear Medicine Procedure","5540.0","17.0","1.0","18.0"
"Y61","RAJ","Mid and South Essex NHS Foundation Trust","Plain Radiography","434735.0","0.0","4.0","4.0"
"Y61","RAJ","Mid and South Essex NHS Foundation Trust","Positron Emission Tomography","2260.0","9.0","5.0","14.0"
"Y61","RAJ","Mid and South Essex NHS Foundation Trust","Single Photon Emission Computerized Tomography","220.0","25.0","4.0","29.0"
"Y61","RD8","Milton Keynes University Hospital NHS Foundation Trust","Computerized Axial Tomography","56380.0","1.0","0.0","1.0"
"Y61","RD8","Milton Keynes University Hospital NHS Foundation Trust","Diagnostic Ultrasonography","82145.0","21.0","0.0","21.0"
"Y61","RD8","Milton Keynes University Hospital NHS Foundation Trust","Fluoroscopy","5060.0","0.0","0.0","0.0"
"Y61","RD8","Milton Keynes University Hospital NHS Foundation Trust","Magnetic Resonance Imaging","28315.0","9.0","4.0","13.0"
"Y61","RD8","Milton Keynes University Hospital NHS Foundation Trust","Plain Radiography","114790.0","0.0","5.0","5.0"
"Y61","RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Computerized Axial Tomography","70115.0","3.0","0.0","3.0"
"Y61","RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","88365.0","12.0","0.0","12.0"
"Y61","RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Fluoroscopy","11235.0","1.0","0.0","1.0"
"Y61","RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","33695.0","31.0","4.0","35.0"
"Y61","RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","3600.0","26.0","0.0","26.0"
"Y61","RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Plain Radiography","226825.0","0.0","1.0","1.0"
"Y61","RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Positron Emission Tomography","2775.0","15.0","1.0","16.0"
"Y61","RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","270.0","70.0","0.0","70.0"
"Y61","RGN","North West Anglia NHS Foundation Trust","Computerized Axial Tomography","66480.0","2.0","0.0","2.0"
"Y61","RGN","North West Anglia NHS Foundation Trust","Diagnostic Ultrasonography","100055.0","22.0","0.0","22.0"
"Y61","RGN","North West Anglia NHS Foundation Trust","Fluoroscopy","7115.0","0.0","0.0","0.0"
"Y61","RGN","North West Anglia NHS Foundation Trust","Magnetic Resonance Imaging","34220.0","20.0","4.0","24.0"
"Y61","RGN","North West Anglia NHS Foundation Trust","Medical Photography","155.0","17.0","0.0","17.0"
"Y61","RGN","North West Anglia NHS Foundation Trust","Nuclear Medicine Procedure","2865.0","14.0","1.0","15.0"
"Y61","RGN","North West Anglia NHS Foundation Trust","Plain Radiography","245155.0","0.0","1.0","1.0"
"Y61","RGN","North West Anglia NHS Foundation Trust","Single Photon Emission Computerized Tomography","200.0","32.0","0.0","32.0"
"Y61","NT2","Nuffield Health","Computerized Axial Tomography","530.0","13.0","0.0","13.0"
"Y61","NT2","Nuffield Health","Diagnostic Ultrasonography","500.0","12.0","0.0","12.0"
"Y61","NT2","Nuffield Health","Fluoroscopy","10.0","3.5","0.0","3.5"
"Y61","NT2","Nuffield Health","Magnetic Resonance Imaging","410.0","9.0","2.0","11.0"
"Y61","NT2","Nuffield Health","Plain Radiography","930.0","0.0","1.0","1.0"
"Y61","AWR","One Stop Doctors Limited","Computerized Axial Tomography","630.0","23.0","7.0","30.0"
"Y61","AWR","One Stop Doctors Limited","Diagnostic Ultrasonography","245.0","307.0","2.0","309.0"
"Y61","NVC","Ramsay Health Care UK Operations Limited","Computerized Axial Tomography","2625.0","3.0","3.0","6.0"
"Y61","NVC","Ramsay Health Care UK Operations Limited","Diagnostic Ultrasonography","6610.0","11.0","0.0","11.0"
"Y61","NVC","Ramsay Health Care UK Operations Limited","Fluoroscopy","5505.0","0.0","0.0","0.0"
"Y61","NVC","Ramsay Health Care UK Operations Limited","Magnetic Resonance Imaging","13245.0","13.0","4.0","17.0"
"Y61","NVC","Ramsay Health Care UK Operations Limited","Nuclear Medicine Procedure","15.0","0.0","0.0","0.0"
"Y61","NVC","Ramsay Health Care UK Operations Limited","Plain Radiography","19285.0","0.0","1.0","1.0"
"Y61","RGM","Royal Papworth Hospital NHS Foundation Trust","Computerized Axial Tomography","13030.0","29.0","18.0","47.0"
"Y61","RGM","Royal Papworth Hospital NHS Foundation Trust","Diagnostic Ultrasonography","1300.0","1.0","0.0","1.0"
"Y61","RGM","Royal Papworth Hospital NHS Foundation Trust","Fluoroscopy","9485.0","0.0","0.0","0.0"
"Y61","RGM","Royal Papworth Hospital NHS Foundation Trust","Magnetic Resonance Imaging","3920.0","51.0","6.0","57.0"
"Y61","RGM","Royal Papworth Hospital NHS Foundation Trust","Nuclear Medicine Procedure","1615.0","20.0","21.0","41.0"
"Y61","RGM","Royal Papworth Hospital NHS Foundation Trust","Plain Radiography","31445.0","0.0","2.0","2.0"
"Y61","RGM","Royal Papworth Hospital NHS Foundation Trust","Positron Emission Tomography","450.0","0.0","3.0","3.0"
"Y61","NT3","Spire Healthcare","Computerized Axial Tomography","1230.0","5.0","3.0","8.0"
"Y61","NT3","Spire Healthcare","Diagnostic Ultrasonography","4570.0","13.0","0.0","13.0"
"Y61","NT3","Spire Healthcare","Fluoroscopy","2130.0","1.0","7.0","8.0"
"Y61","NT3","Spire Healthcare","Magnetic Resonance Imaging","5060.0","12.0","2.0","14.0"
"Y61","NT3","Spire Healthcare","Plain Radiography","10855.0","0.0","2.0","2.0"
"Y61","RQW","The Princess Alexandra Hospital NHS Trust","Computerized Axial Tomography","34985.0","1.0","0.0","1.0"
"Y61","RQW","The Princess Alexandra Hospital NHS Trust","Diagnostic Ultrasonography","80440.0","28.0","0.0","28.0"
"Y61","RQW","The Princess Alexandra Hospital NHS Trust","Fluoroscopy","2150.0","15.0","0.0","15.0"
"Y61","RQW","The Princess Alexandra Hospital NHS Trust","Magnetic Resonance Imaging","17170.0","24.0","2.0","26.0"
"Y61","RQW","The Princess Alexandra Hospital NHS Trust","Nuclear Medicine Procedure","1225.0","23.0","1.0","24.0"
"Y61","RQW","The Princess Alexandra Hospital NHS Trust","Plain Radiography","136770.0","0.0","0.0","0.0"
"Y61","RQW","The Princess Alexandra Hospital NHS Trust","Positron Emission Tomography","75.0","7.0","0.0","7.0"
"Y61","RQW","The Princess Alexandra Hospital NHS Trust","Single Photon Emission Computerized Tomography","140.0","140.5","4.0","144.5"
"Y61","RCX","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","Computerized Axial Tomography","31535.0","1.0","0.0","1.0"
"Y61","RCX","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","Diagnostic Ultrasonography","35390.0","21.0","0.0","21.0"
"Y61","RCX","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","Fluoroscopy","2135.0","1.0","0.0","1.0"
"Y61","RCX","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","Magnetic Resonance Imaging","12385.0","26.0","6.0","32.0"
"Y61","RCX","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","Nuclear Medicine Procedure","1445.0","12.0","1.0","13.0"
"Y61","RCX","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","Plain Radiography","86770.0","0.0","1.0","1.0"
"Y61","RCX","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","Positron Emission Tomography","345.0","14.0","1.0","15.0"
"Y61","RWG","West Hertfordshire Teaching Hospitals NHS Trust","Computerized Axial Tomography","54150.0","0.0","0.0","0.0"
"Y61","RWG","West Hertfordshire Teaching Hospitals NHS Trust","Diagnostic Ultrasonography","77235.0","13.0","0.0","13.0"
"Y61","RWG","West Hertfordshire Teaching Hospitals NHS Trust","Fluoroscopy","4285.0","0.0","0.0","0.0"
"Y61","RWG","West Hertfordshire Teaching Hospitals NHS Trust","Magnetic Resonance Imaging","21400.0","24.0","2.0","26.0"
"Y61","RWG","West Hertfordshire Teaching Hospitals NHS Trust","Nuclear Medicine Procedure","1465.0","28.0","1.0","29.0"
"Y61","RWG","West Hertfordshire Teaching Hospitals NHS Trust","Plain Radiography","161375.0","0.0","2.0","2.0"
"Y61","RWG","West Hertfordshire Teaching Hospitals NHS Trust","Single Photon Emission Computerized Tomography","70.0","43.0","1.0","44.0"
"Y61","RGR","West Suffolk NHS Foundation Trust","Computerized Axial Tomography","35995.0","1.0","0.0","1.0"
"Y61","RGR","West Suffolk NHS Foundation Trust","Diagnostic Ultrasonography","61040.0","9.0","0.0","9.0"
"Y61","RGR","West Suffolk NHS Foundation Trust","Fluoroscopy","3575.0","0.0","0.0","0.0"
"Y61","RGR","West Suffolk NHS Foundation Trust","Magnetic Resonance Imaging","17630.0","15.0","1.0","16.0"
"Y61","RGR","West Suffolk NHS Foundation Trust","Nuclear Medicine Procedure","1375.0","19.0","4.0","23.0"
"Y61","RGR","West Suffolk NHS Foundation Trust","Plain Radiography","128155.0","0.0","1.0","1.0"
"Y61","RGR","West Suffolk NHS Foundation Trust","Single Photon Emission Computerized Tomography","115.0","34.0","5.0","39.0"
"Y62","RBS","Alder Hey Children's NHS Foundation Trust","Computerized Axial Tomography","3240.0","0.0","0.0","0.0"
"Y62","RBS","Alder Hey Children's NHS Foundation Trust","Diagnostic Ultrasonography","10705.0","14.0","0.0","14.0"
"Y62","RBS","Alder Hey Children's NHS Foundation Trust","Fluoroscopy","3345.0","0.0","0.0","0.0"
"Y62","RBS","Alder Hey Children's NHS Foundation Trust","Magnetic Resonance Imaging","8430.0","44.5","0.0","44.5"
"Y62","RBS","Alder Hey Children's NHS Foundation Trust","Nuclear Medicine Procedure","730.0","116.0","2.0","118.0"
"Y62","RBS","Alder Hey Children's NHS Foundation Trust","Plain Radiography","39860.0","0.0","1.0","1.0"
"Y62","NT9","Alliance Medical","Computerized Axial Tomography","5490.0","6.0","6.0","12.0"
"Y62","NT9","Alliance Medical","Magnetic Resonance Imaging","315.0","27.0","3.0","30.0"
"Y62","NT9","Alliance Medical","Positron Emission Tomography","7130.0","6.0","2.0","8.0"
"Y62","RXL","Blackpool Teaching Hospitals NHS Foundation Trust","Computerized Axial Tomography","55870.0","1.0","0.0","1.0"
"Y62","RXL","Blackpool Teaching Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","60075.0","10.0","0.0","10.0"
"Y62","RXL","Blackpool Teaching Hospitals NHS Foundation Trust","Fluoroscopy","4320.0","0.0","0.0","0.0"
"Y62","RXL","Blackpool Teaching Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","23330.0","6.0","3.0","9.0"
"Y62","RXL","Blackpool Teaching Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","2235.0","14.0","3.0","17.0"
"Y62","RXL","Blackpool Teaching Hospitals NHS Foundation Trust","Plain Radiography","166105.0","0.0","2.0","2.0"
"Y62","RXL","Blackpool Teaching Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","295.0","13.5","3.0","16.5"
"Y62","RMC","Bolton NHS Foundation Trust","Computerized Axial Tomography","36280.0","0.0","0.0","0.0"
"Y62","RMC","Bolton NHS Foundation Trust","Diagnostic Ultrasonography","81795.0","9.0","0.0","9.0"
"Y62","RMC","Bolton NHS Foundation Trust","Fluoroscopy","4030.0","0.0","0.0","0.0"
"Y62","RMC","Bolton NHS Foundation Trust","Magnetic Resonance Imaging","17000.0","10.0","4.0","14.0"
"Y62","RMC","Bolton NHS Foundation Trust","Medical Photography","5.0","0.0","0.5","0.5"
"Y62","RMC","Bolton NHS Foundation Trust","Nuclear Medicine Procedure","1915.0","38.0","1.0","39.0"
"Y62","RMC","Bolton NHS Foundation Trust","Plain Radiography","131015.0","0.0","1.0","1.0"
"Y62","RMC","Bolton NHS Foundation Trust","Single Photon Emission Computerized Tomography","10.0","16.0","5.0","21.0"
"Y62","NT4","Circle Health Group Limited","Computerized Axial Tomography","2170.0","13.0","2.0","15.0"
"Y62","NT4","Circle Health Group Limited","Diagnostic Ultrasonography","1890.0","14.0","0.0","14.0"
"Y62","NT4","Circle Health Group Limited","Fluoroscopy","80.0","23.0","1.0","24.0"
"Y62","NT4","Circle Health Group Limited","Magnetic Resonance Imaging","6765.0","17.0","2.0","19.0"
"Y62","NT4","Circle Health Group Limited","Nuclear Medicine Procedure","25.0","12.0","3.0","15.0"
"Y62","NT4","Circle Health Group Limited","Plain Radiography","205.0","15.5","2.0","17.5"
"Y62","RJR","Countess of Chester Hospital NHS Foundation Trust","Computerized Axial Tomography","27100.0","0.0","0.0","0.0"
"Y62","RJR","Countess of Chester Hospital NHS Foundation Trust","Diagnostic Ultrasonography","49235.0","14.0","0.0","14.0"
"Y62","RJR","Countess of Chester Hospital NHS Foundation Trust","Fluoroscopy","3715.0","2.0","0.0","2.0"
"Y62","RJR","Countess of Chester Hospital NHS Foundation Trust","Magnetic Resonance Imaging","11435.0","10.0","0.0","10.0"
"Y62","RJR","Countess of Chester Hospital NHS Foundation Trust","Medical Photography","3980.0","0.0","0.0","0.0"
"Y62","RJR","Countess of Chester Hospital NHS Foundation Trust","Nuclear Medicine Procedure","145.0","14.5","0.0","14.5"
"Y62","RJR","Countess of Chester Hospital NHS Foundation Trust","Plain Radiography","96665.0","0.0","0.0","0.0"
"Y62","RJR","Countess of Chester Hospital NHS Foundation Trust","Positron Emission Tomography","400.0","4.0","0.0","4.0"
"Y62","RJN","East Cheshire NHS Trust","Computerized Axial Tomography","22510.0","1.0","0.0","1.0"
"Y62","RJN","East Cheshire NHS Trust","Diagnostic Ultrasonography","41480.0","14.0","0.0","14.0"
"Y62","RJN","East Cheshire NHS Trust","Fluoroscopy","795.0","0.0","0.0","0.0"
"Y62","RJN","East Cheshire NHS Trust","Magnetic Resonance Imaging","13095.0","19.0","7.0","26.0"
"Y62","RJN","East Cheshire NHS Trust","Nuclear Medicine Procedure","340.0","23.0","5.0","28.0"
"Y62","RJN","East Cheshire NHS Trust","Plain Radiography","74215.0","0.0","2.0","2.0"
"Y62","RJN","East Cheshire NHS Trust","Single Photon Emission Computerized Tomography","30.0","30.0","11.0","41.0"
"Y62","RXR","East Lancashire Hospitals NHS Trust","Computerized Axial Tomography","59045.0","2.0","0.0","2.0"
"Y62","RXR","East Lancashire Hospitals NHS Trust","Diagnostic Ultrasonography","116345.0","21.0","0.0","21.0"
"Y62","RXR","East Lancashire Hospitals NHS Trust","Fluoroscopy","6490.0","0.0","0.0","0.0"
"Y62","RXR","East Lancashire Hospitals NHS Trust","Magnetic Resonance Imaging","29140.0","19.0","4.0","23.0"
"Y62","RXR","East Lancashire Hospitals NHS Trust","Medical Photography","620.0","0.0","0.0","0.0"
"Y62","RXR","East Lancashire Hospitals NHS Trust","Nuclear Medicine Procedure","3050.0","11.0","0.0","11.0"
"Y62","RXR","East Lancashire Hospitals NHS Trust","Plain Radiography","214790.0","0.0","1.0","1.0"
"Y62","RXR","East Lancashire Hospitals NHS Trust","Positron Emission Tomography","","","",""
"Y62","RXR","East Lancashire Hospitals NHS Trust","Single Photon Emission Computerized Tomography","1655.0","3.0","1.0","4.0"
"Y62","NYR","Healthshare Diagnostics","Diagnostic Ultrasonography","11410.0","23.0","0.0","23.0"
"Y62","NYR","Healthshare Diagnostics","Plain Radiography","535.0","26.0","1.0","27.0"
"Y62","NV1","Inhealth Limited","Computerized Axial Tomography","","","",""
"Y62","NV1","Inhealth Limited","Diagnostic Ultrasonography","105.0","41.5","0.0","41.5"
"Y62","NV1","Inhealth Limited","Magnetic Resonance Imaging","5.0","1952.0","2.0","1954.0"
"Y62","NTD","Interhealth Care Services (UK) Ltd","Diagnostic Ultrasonography","","","",""
"Y62","NTD","Interhealth Care Services (UK) Ltd","Plain Radiography","5.0","1.0","6.0","7.0"
"Y62","NFO","Kleyn Healthcare","Diagnostic Ultrasonography","6120.0","12.0","0.0","12.0"
"Y62","RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Computerized Axial Tomography","49190.0","1.0","0.0","1.0"
"Y62","RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","95500.0","19.0","0.0","19.0"
"Y62","RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Fluoroscopy","6830.0","0.0","0.0","0.0"
"Y62","RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","31140.0","11.0","1.0","12.0"
"Y62","RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","3650.0","15.0","4.0","19.0"
"Y62","RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Plain Radiography","179125.0","0.0","1.0","1.0"
"Y62","RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Positron Emission Tomography","3570.0","6.0","4.0","10.0"
"Y62","RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","280.0","52.0","7.0","59.0"
"Y62","RBQ","Liverpool Heart and Chest Hospital NHS Foundation Trust","Computerized Axial Tomography","13220.0","38.0","1.0","39.0"
"Y62","RBQ","Liverpool Heart and Chest Hospital NHS Foundation Trust","Diagnostic Ultrasonography","1150.0","0.0","0.0","0.0"
"Y62","RBQ","Liverpool Heart and Chest Hospital NHS Foundation Trust","Fluoroscopy","9340.0","0.0","0.0","0.0"
"Y62","RBQ","Liverpool Heart and Chest Hospital NHS Foundation Trust","Magnetic Resonance Imaging","7385.0","62.0","1.0","63.0"
"Y62","RBQ","Liverpool Heart and Chest Hospital NHS Foundation Trust","Plain Radiography","26590.0","0.0","1.0","1.0"
"Y62","RBQ","Liverpool Heart and Chest Hospital NHS Foundation Trust","Positron Emission Tomography","","","",""
"Y62","REM","Liverpool University Hospitals NHS Foundation Trust","Computerized Axial Tomography","100370.0","0.0","0.0","0.0"
"Y62","REM","Liverpool University Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","99360.0","14.0","0.0","14.0"
"Y62","REM","Liverpool University Hospitals NHS Foundation Trust","Fluoroscopy","12925.0","3.0","0.0","3.0"
"Y62","REM","Liverpool University Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","36930.0","21.0","5.0","26.0"
"Y62","REM","Liverpool University Hospitals NHS Foundation Trust","Medical Photography","11055.0","0.0","0.0","0.0"
"Y62","REM","Liverpool University Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","4755.0","21.0","6.0","27.0"
"Y62","REM","Liverpool University Hospitals NHS Foundation Trust","Plain Radiography","306615.0","0.0","2.0","2.0"
"Y62","REM","Liverpool University Hospitals NHS Foundation Trust","Positron Emission Tomography","2665.0","7.0","3.0","10.0"
"Y62","REM","Liverpool University Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","1100.0","21.0","4.0","25.0"
"Y62","REP","Liverpool Women's NHS Foundation Trust","Computerized Axial Tomography","270.0","0.0","0.0","0.0"
"Y62","REP","Liverpool Women's NHS Foundation Trust","Diagnostic Ultrasonography","57575.0","15.0","0.0","15.0"
"Y62","REP","Liverpool Women's NHS Foundation Trust","Fluoroscopy","20.0","1.0","0.0","1.0"
"Y62","REP","Liverpool Women's NHS Foundation Trust","Magnetic Resonance Imaging","30.0","0.0","1.0","1.0"
"Y62","REP","Liverpool Women's NHS Foundation Trust","Plain Radiography","4705.0","0.0","1.0","1.0"
"Y62","R0A","Manchester University NHS Foundation Trust","Computerized Axial Tomography","124910.0","0.0","0.0","0.0"
"Y62","R0A","Manchester University NHS Foundation Trust","Diagnostic Ultrasonography","233950.0","21.0","0.0","21.0"
"Y62","R0A","Manchester University NHS Foundation Trust","Fluoroscopy","7125.0","0.0","0.0","0.0"
"Y62","R0A","Manchester University NHS Foundation Trust","Magnetic Resonance Imaging","59720.0","25.0","9.0","34.0"
"Y62","R0A","Manchester University NHS Foundation Trust","Nuclear Medicine Procedure","5315.0","27.0","0.0","27.0"
"Y62","R0A","Manchester University NHS Foundation Trust","Plain Radiography","200045.0","0.0","2.0","2.0"
"Y62","R0A","Manchester University NHS Foundation Trust","Positron Emission Tomography","2745.0","29.0","1.0","30.0"
"Y62","R0A","Manchester University NHS Foundation Trust","Single Photon Emission Computerized Tomography","1075.0","1.0","0.0","1.0"
"Y62","RBN","Mersey and West Lancashire Teaching Hospitals NHS Trust","Computerized Axial Tomography","51695.0","1.0","0.0","1.0"
"Y62","RBN","Mersey and West Lancashire Teaching Hospitals NHS Trust","Diagnostic Ultrasonography","103465.0","13.0","0.0","13.0"
"Y62","RBN","Mersey and West Lancashire Teaching Hospitals NHS Trust","Fluoroscopy","4825.0","7.0","0.0","7.0"
"Y62","RBN","Mersey and West Lancashire Teaching Hospitals NHS Trust","Magnetic Resonance Imaging","24880.0","14.0","1.0","15.0"
"Y62","RBN","Mersey and West Lancashire Teaching Hospitals NHS Trust","Nuclear Medicine Procedure","1085.0","15.0","1.0","16.0"
"Y62","RBN","Mersey and West Lancashire Teaching Hospitals NHS Trust","Plain Radiography","161855.0","0.0","1.0","1.0"
"Y62","RBN","Mersey and West Lancashire Teaching Hospitals NHS Trust","Positron Emission Tomography","780.0","4.0","3.0","7.0"
"Y62","RBN","Mersey and West Lancashire Teaching Hospitals NHS Trust","Single Photon Emission Computerized Tomography","10.0","45.0","1.0","46.0"
"Y62","RBT","Mid Cheshire Hospitals NHS Foundation Trust","Computerized Axial Tomography","43135.0","1.0","0.0","1.0"
"Y62","RBT","Mid Cheshire Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","55415.0","12.0","0.0","12.0"
"Y62","RBT","Mid Cheshire Hospitals NHS Foundation Trust","Fluoroscopy","2855.0","0.0","0.0","0.0"
"Y62","RBT","Mid Cheshire Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","26185.0","22.0","4.0","26.0"
"Y62","RBT","Mid Cheshire Hospitals NHS Foundation Trust","Plain Radiography","107000.0","0.0","1.0","1.0"
"Y62","RM3","Northern Care Alliance NHS Foundation Trust","Computerized Axial Tomography","133625.0","0.0","0.0","0.0"
"Y62","RM3","Northern Care Alliance NHS Foundation Trust","Diagnostic Ultrasonography","120715.0","14.0","0.0","14.0"
"Y62","RM3","Northern Care Alliance NHS Foundation Trust","Fluoroscopy","12930.0","1.0","0.0","1.0"
"Y62","RM3","Northern Care Alliance NHS Foundation Trust","Magnetic Resonance Imaging","90525.0","31.0","7.0","38.0"
"Y62","RM3","Northern Care Alliance NHS Foundation Trust","Medical Photography","11260.0","0.0","1.0","1.0"
"Y62","RM3","Northern Care Alliance NHS Foundation Trust","Nuclear Medicine Procedure","2070.0","20.0","2.0","22.0"
"Y62","RM3","Northern Care Alliance NHS Foundation Trust","Plain Radiography","372930.0","0.0","2.0","2.0"
"Y62","RM3","Northern Care Alliance NHS Foundation Trust","Positron Emission Tomography","25.0","0.0","16.0","16.0"
